,SMILES,STABILITY_SCORE,CHEMBL_ID
5239,Nc1ccc(Oc2ccc(cc2)S(=O)(=O)CC2CS2)cc1,0.4,CHEMBL1834422
5247,COc1ccc(cc1)C(Nc1ccccn1)c1ccc2ccc(C)nc2c1O,0.1,CHEMBL3112910
5262,CCn1nnc2c(nc(nc12)-c1ccc(NC(=O)Nc2ccncc2)cc1)N1CCOCC1,0.5,CHEMBL590073
5270,Cc1c[nH]c2c(Nc3nc(N[C@@H]4CCOC[C@@H]4N)cc4N=CNC(=O)c34)cccc12,0.3,CHEMBL3262620
5271,C[C@@H]1CCCN1CCCOc1ccc(cc1)C1=NNC(=O)C=C1C,0.7,CHEMBL1829475
5286,CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(Cc2ccc(F)cc2Cl)C1=O,1.1,CHEMBL1650442
5298,CCCN(CCC)c1c(C)nc(-c2c(CC(F)F)cc(CC(F)F)cc2OC)c2ccccc12,0.6,CHEMBL253699
5302,CCOC(=O)C1=C(C)N\C(=C\c2cc(C)n(c2C)-c2ccc(cc2)C(F)(F)F)C1=O,0.9,CHEMBL2335990
5346,CC(C)(C)C(=O)OC1=COC(CSc2nc3cc(ccc3o2)C(O)=O)=CC1=O,0.3,CHEMBL3093814
5385,COc1cc(N2CCN(CC2)C2CCN(CC2)c2cccc3cc(C)cnc23)c2ncccc2c1,0.0,CHEMBL1094556
5422,O=C(Nc1ccncc1)Nc1ccc(cc1)-c1nc(N2CCOCC2)c2ccn(CCN3CCCCC3)c2n1,0.1,CHEMBL1090573
5487,CNc1nc(NCc2ccc(NC(=O)c3ccc(Cl)cc3)cc2)c2c(C)cccc2n1,0.2,CHEMBL569532
5510,Cc1ccc(cc1C#Cc1ccccc1)C(=O)N1CCN(CC1)c1ccccn1,0.2,CHEMBL1645016
5530,N[C@@H]1CCCN(C1)C1=NC=C(C#C)C(=O)N1Cc1ccccc1C#N,3.3,CHEMBL1650422
5574,Cc1cnc2c(cccc2c1-c1cccc(c1)-c1ccc(F)c(c1)S(C)(=O)=O)C(F)(F)F,0.3,CHEMBL1097158
5593,CNC[C@@H](O)CCN1c2ccccc2N(c2ccccc2)S1(=O)=O,0.1,CHEMBL1083409
5625,Cn1c(Nc2ccc(I)cc2F)c(C(=O)NOC[C@H](O)CO)c2CCCC(=O)c12,0.4,CHEMBL2012892
5741,FC(F)(F)c1cccc(c1)N1CCC(CC1)C(=O)Nc1ccc2OCC(=O)Nc2c1,0.0,CHEMBL497485
5825,CCN1C=C\C(=N/c2ccc(cc2)-c2ccccc2)c2ccc(cc12)C(F)(F)F,4.2,CHEMBL2381816
5840,CC(C)[C@H](N)C(=O)OC[C@H]1O[C@H]([C@@H](O)[C@@H]1O)n1cnc2c(N)ncnc12,0.0,CHEMBL511024
5889,COCCCC[C@](O)([C@@H]1CCCN(C1)C(=O)[C@H]1C[C@@H](N)[C@@H](O)C1)c1cccc(Cl)c1-c1cccc(C)c1,1.7,CHEMBL1818058
5917,COC(=O)c1sc2c(c(O)c(O)cc2c1Cl)[N+]([O-])=O,0.3,CHEMBL1089504
5946,CN(c1ccccc1-c1ccc2cnc(Nc3ccc(cc3)N3CCN(C)CC3)nn12)S(C)(=O)=O,0.3,CHEMBL1821735
5949,C[C@H](NC(=O)c1cccc(c1)-c1cc(on1)-c1ccc(cc1)N1CCN(C)CC1)C#N,0.0,CHEMBL1683432
5978,CCS(=O)(=O)c1cccc(Oc2cccc(c2)-n2c(C)nc3c(Cl)cccc23)c1,0.5,CHEMBL593814
6001,O=C(Nc1ccncc1)[C@H](Cc1c[nH]c2ccccc12)NC(=O)c1ccccc1,0.1,CHEMBL2431649
6006,NC(=O)[C@]12CC3CC(C1)[C@H](OC(=O)N1CC[C@@H](C1)Nc1ncccc1C(F)(F)F)C(C3)C2,0.2,CHEMBL1271428
6050,CCC(=O)NCCCc1cc(OC)ccc1OCc1cccc(OC)c1,0.2,CHEMBL2326199
6083,Cc1cnc2c(cccc2c1-c1cccc(Oc2cccc(CO)c2)c1)C(F)(F)F,0.5,CHEMBL595118
6084,Cl.O=C1C2CCCN2C(=O)N1CCCCNCCOc1cccc2ccccc12,0.1,CHEMBL2431038
6089,Cn1c(c(C2CCCCC2)c2ccc(cc12)C(=O)N[C@]1(CCCNC1)C(=O)Nc1ccc(\C=C\C(O)=O)cc1)-c1ccccn1,0.3,CHEMBL1778488
6114,CNC[C@@H](O)[C@H](c1ccccc1)n1ccc2ccccc12,0.2,CHEMBL562476
6124,Nc1cccc(c1)-c1c(O)ccc2cc(ccc12)-c1cccc(O)c1,0.8,CHEMBL1650654
6173,CCn1nnc2c(nc(nc12)-c1ccc(NC(=O)Nc2ccc(cc2)C(=O)NCCN(C)C)cc1)N1CCOCC1,0.5,CHEMBL590587
